sweep,sensitivity,FAR,eligibility_variant,cohort_strategy,includes_25_day_rule,n_total,n_eligible,n_currently_eligible,n_selected_failing_current_eligibility,n_valid_MPC,n_zero_baseline,n_undefined_MPC,MPC_valid_fraction_of_selected,reference_offset_monthly,eligibility_fraction,eligibility_ci_lo,eligibility_ci_hi,n_observed_RTM,observed_RTM_fraction,observed_RTM_ci_lo,observed_RTM_ci_hi,MPC_median,MPC_ci_lo,MPC_ci_hi,median_sampled_monthly_frequency_eligible,median_effective_long_term_frequency_eligible,median_detector_specific_long_term_frequency_eligible,mean_baseline_frequency_eligible,mean_test_frequency_eligible,median_baseline_frequency_eligible,median_test_frequency_eligible,mean_baseline_excess_over_detector_long_term_eligible,mean_test_excess_over_detector_long_term_eligible,correction_strategy
FAR,1.0,0.9,Original 25-day rule retained,Reselected at each detector condition,True,100000,35224,35224,0,35224,0,0,1.0,0.0,0.35224,0.3492851630945293,0.3552061887485013,18731,0.5317681126504656,0.5265539395889938,0.5369753573341827,30.434782608695656,29.629629629629626,31.29770992366412,7.8539974461354545,7.444444444444445,7.444444444444445,16.886611401317285,13.966367628132335,10.0,7.666666666666667,3.4540859136447373,0.5338421404597875,Expected monthly correction + original daily rounding
FAR,1.0,0.9,25-day rule on observed days,Reselected at each detector condition,True,100000,35224,35224,0,35224,0,0,1.0,0.0,0.35224,0.3492851630945293,0.3552061887485013,18731,0.5317681126504656,0.5265539395889938,0.5369753573341827,30.434782608695656,29.629629629629626,31.29770992366412,7.8539974461354545,7.444444444444445,7.444444444444445,16.886611401317285,13.966367628132335,10.0,7.666666666666667,3.4540859136447373,0.5338421404597875,Expected monthly correction + observed daily intervals
FAR,1.0,0.9,25-day rule on latent true days,Reselected at each detector condition,True,100000,27287,27287,0,27287,0,0,1.0,0.0,0.27287,0.27011798262402603,0.27563946691649605,13260,0.4859456884230586,0.4800178943455097,0.49187743907037884,26.315789473684216,25.64102564102565,27.083333333333336,9.126281952592723,8.86111111111111,8.86111111111111,19.020614211895776,15.816396086048302,11.5,9.333333333333334,3.5366037144264872,0.332385588579014,Expected monthly correction + oracle daily intervals
FAR,1.0,0.9,Monthly criteria without FAR correction,Reselected at each detector condition,False,100000,100000,100000,0,100000,0,0,1.0,27.0,1.0,0.999961586887417,1.0,27099,0.27099,0.2682440270219475,0.2737535669518779,0.0,-0.46948356807510194,0.0,3.400999935303484,2.8333333333333335,29.833333333333332,33.84939,33.79746,30.5,30.666666666666668,0.03080916666666665,-0.021120833333333307,Uncorrected observed counts; 25-day rule omitted
FAR,1.0,0.9,Exact oracle false-alarm removal,Reselected at each detector condition,False,100000,35393,35393,0,35393,0,0,1.0,0.0,0.35393,0.35097187849702915,0.356899343509681,13170,0.3721074788800045,0.3670858383049689,0.3771568786467143,14.28571428571429,13.333333333333341,14.814814814814813,8.752590654200395,8.416666666666666,8.416666666666666,15.965529907043766,14.567927744657608,8.5,8.0,1.3162489757861724,-0.0813531865999868,Exact oracle false-alarm removal
FAR,1.0,1.0,Primary monthly criteria,Reselected at each detector condition,False,100000,35134,35134,0,35134,0,0,1.0,0.0,0.35134,0.3483869288489487,0.3543044921376846,18845,0.5363750213468436,0.5311569565512897,0.5415851327143664,31.182795698924735,30.434782608695656,33.33333333333333,7.806436828291843,7.388888888888889,7.388888888888889,16.99090624466329,13.988074230090511,10.5,8.0,3.601032238477448,0.5982002239046698,Expected monthly correction; 25-day rule omitted
FAR,1.0,1.0,Original 25-day rule retained,Reselected at each detector condition,True,100000,35134,35134,0,35134,0,0,1.0,0.0,0.35134,0.3483869288489487,0.3543044921376846,18845,0.5363750213468436,0.5311569565512897,0.5415851327143664,31.182795698924735,30.434782608695656,33.33333333333333,7.806436828291843,7.388888888888889,7.388888888888889,16.99090624466329,13.988074230090511,10.5,8.0,3.601032238477448,0.5982002239046698,Expected monthly correction + original daily rounding
FAR,1.0,1.0,25-day rule on observed days,Reselected at each detector condition,True,100000,35134,35134,0,35134,0,0,1.0,0.0,0.35134,0.3483869288489487,0.3543044921376846,18845,0.5363750213468436,0.5311569565512897,0.5415851327143664,31.182795698924735,30.434782608695656,33.33333333333333,7.806436828291843,7.388888888888889,7.388888888888889,16.99090624466329,13.988074230090511,10.5,8.0,3.601032238477448,0.5982002239046698,Expected monthly correction + observed daily intervals
FAR,1.0,1.0,25-day rule on latent true days,Reselected at each detector condition,True,100000,27003,27003,0,27003,0,0,1.0,0.0,0.27003,0.26728713755147004,0.27279053017553145,13232,0.490019627448802,0.4840590099523488,0.4959830841658452,26.66666666666667,25.92592592592593,27.536231884057973,9.143592019166915,8.88888888888889,8.88888888888889,19.197607673221494,15.907022676492737,12.0,9.333333333333334,3.6762695091491895,0.3856845124204307,Expected monthly correction + oracle daily intervals
FAR,1.0,1.0,Monthly criteria without FAR correction,Reselected at each detector condition,False,100000,100000,100000,0,100000,0,0,1.0,30.0,1.0,0.999961586887417,1.0,27149,0.27149,0.26874241339842897,0.27425514216228386,0.0,-0.4444444444444473,0.0,3.400999935303484,2.8333333333333335,32.833333333333336,36.84532,36.79678666666667,33.5,33.666666666666664,0.02673916666666665,-0.021794166666666646,Uncorrected observed counts; 25-day rule omitted
FAR,1.0,1.0,Exact oracle false-alarm removal,Reselected at each detector condition,False,100000,35393,35393,0,35393,0,0,1.0,0.0,0.35393,0.35097187849702915,0.356899343509681,13170,0.3721074788800045,0.3670858383049689,0.3771568786467143,14.28571428571429,13.333333333333341,14.814814814814813,8.752590654200395,8.416666666666666,8.416666666666666,15.965529907043766,14.567927744657608,8.5,8.0,1.3162489757861724,-0.0813531865999868,Exact oracle false-alarm removal
