Sensitivity,FAR,BaselineTF,MIN,fracCohort,MPCmean,MPCsem,RR50,MPC_mSFlo,fracMPClo,MPC_mSFhi,fracMPChi,MPC_Blo,fracBlo,MPC_Bhi,fracBhi
0.25,0,True,2,0.096,19.999999999999996,nan,0.0,19.999999999999996,1.0,nan,0.0,19.999999999999996,1.0
0.25,0,True,3,0.064,22.22222222222222,nan,0.0,22.22222222222222,1.0,nan,0.0,22.22222222222222,1.0
0.25,0,True,4,0.048,27.27272727272727,nan,0.0,27.27272727272727,1.0,nan,0.0,27.27272727272727,1.0
0.25,0,True,5,0.037,30.434782608695656,nan,0.0,30.434782608695656,1.0,nan,0.0,30.434782608695656,1.0
0.25,0,True,6,0.029,33.333333333333336,nan,0.0,33.333333333333336,1.0,nan,0.0,33.333333333333336,1.0
0.25,0,False,2,0.095,-1.1919965942954414,nan,0.0,-1.1919965942954414,1.0,-100.0,0.2324621733149931,12.546296296296294,0.7675378266850069
0.25,0,False,3,0.064,-3.70370370370372,nan,0.0,-3.70370370370372,1.0,-113.33333333333333,0.28286541018221634,16.666666666666664,0.7171345898177837
0.25,0,False,4,0.049,-4.761904761904767,nan,0.0,-4.761904761904767,1.0,-100.0,0.34219748505462794,19.999999999999996,0.6578025149453721
0.25,0,False,5,0.037,-4.347826086956519,nan,0.0,-4.347826086956519,1.0,-80.95238095238095,0.3844900176558468,22.807017543859654,0.6155099823441532
0.25,0,False,6,0.029,-5.555555555555558,nan,0.0,-5.555555555555558,1.0,-73.33333333333331,0.41808492350008597,21.739130434782606,0.581915076499914
0.5,0,True,2,0.197,13.333333333333341,75.55555555555557,0.003094404707553391,12.82051282051282,0.9969055952924466,nan,0.0,13.333333333333341,1.0
0.5,0,True,3,0.138,14.28571428571429,66.66666666666667,0.0020616319444444445,14.28571428571429,0.9979383680555556,nan,0.0,14.28571428571429,1.0
0.5,0,True,4,0.102,17.647058823529417,66.66666666666667,0.0016115641939737266,17.460317460317466,0.9983884358060263,nan,0.0,17.647058823529417,1.0
0.5,0,True,5,0.080,19.999999999999996,66.66666666666666,0.0014325755216443475,19.999999999999996,0.9985674244783557,nan,0.0,19.999999999999996,1.0
0.5,0,True,6,0.066,19.999999999999996,71.82539682539682,0.0010552498680937664,19.999999999999996,0.9989447501319062,nan,0.0,19.999999999999996,1.0
0.5,0,False,2,0.193,0.0,33.333333333333336,0.0007272538375626607,0.0,0.9992727461624373,-100.0,0.15937248383158878,6.666666666666665,0.8406275161684112
0.5,0,False,3,0.138,-2.083333333333326,33.333333333333336,0.00036358347876672484,-2.1980676328502535,0.9996364165212333,-73.33333333333331,0.2005890052356021,9.090909090909093,0.7994109947643979
